1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,49.61,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4805
5,0,0,0,0,0,0,49.61,0,51.95,0,0,0,0,0,49.61,0,51.76,51.76,0,0,12.7345
6,0,0,0,0,0,0,49.61,0,51.95,0,0,0,0,0,49.61,0,51.76,51.76,0,0,12.7345
7,0,0,0,0,0,0,49.61,0,51.95,0,0,51.95,0,0,49.61,0,51.76,51.76,0,0,15.332
8,0,0,0,0,0,0,49.61,0,51.95,0,0,51.95,0,48.24,49.61,0,51.76,51.76,0,51.76,20.332
9,0,0,0,0,0,0,49.61,0,51.95,0,0,51.95,0,48.24,49.61,0,51.76,51.76,0,51.76,20.332
10,0,0,0,0,49.61,48.24,49.61,0,51.95,0,0,51.95,50.59,48.24,49.61,0,51.76,51.76,0,51.76,27.754
11,0,0,0,0,49.61,48.24,49.61,51.76,51.95,0,0,51.95,50.59,48.24,49.61,0,51.76,51.76,48.24,51.76,32.754
12,51.95,0,0,0,49.61,48.24,48.05,51.76,51.95,0,0,51.95,50.59,48.24,49.61,0,51.76,51.76,48.24,51.76,35.2735
13,51.95,0,0,0,49.61,48.24,48.05,51.76,51.95,0,50.78,51.95,50.59,48.24,49.61,0,51.76,51.76,48.24,51.76,37.8125
14,51.95,0,0,53.32,49.61,48.24,48.05,51.76,51.95,0,50.78,51.95,50.59,48.24,49.61,0,51.76,51.76,48.24,51.76,40.4785
15,51.95,0,0,53.32,49.61,48.24,48.05,51.76,51.95,0,45.12,48.24,0,48.24,49.61,0,51.76,51.76,48.24,51.76,37.4805
16,51.95,0,0,53.32,49.61,48.24,48.05,51.76,51.95,0,45.12,48.24,0,48.24,49.61,0,51.76,51.76,48.24,51.76,37.4805
17,51.95,0,0,53.32,49.61,48.24,48.05,51.76,51.95,0,51.37,48.24,0,48.24,49.61,0,51.76,51.76,48.24,51.76,37.793
18,51.95,0,51.95,53.32,49.61,48.24,48.05,51.76,51.95,0,51.37,48.24,50.59,48.24,49.61,0,0,51.76,48.24,51.76,40.332
19,51.95,0,51.95,53.32,49.61,48.24,48.05,51.76,51.95,0,51.37,48.24,50.59,48.24,49.61,0,0,51.76,48.24,51.76,40.332
20,0,50.59,51.95,53.32,49.61,48.24,48.05,51.76,51.95,0,51.37,48.24,50.59,48.24,49.61,0,49.61,51.76,48.24,51.76,42.7445
21,0,50.59,51.95,53.32,49.61,48.24,48.05,51.76,51.95,0,51.37,48.24,50.59,48.24,49.61,0,49.61,51.76,48.24,51.76,42.7445
22,0,50.59,51.95,53.32,49.61,48.24,48.05,51.76,51.95,0,51.37,48.24,50.59,48.24,49.61,0,49.61,51.76,48.24,51.76,42.7445
23,0,50.59,51.95,53.32,46.68,48.24,48.05,51.76,51.95,0,51.37,48.24,50.59,48.24,49.61,0,49.61,51.76,48.24,51.76,42.598
24,0,50.59,51.95,53.32,46.68,48.24,48.05,51.76,51.95,0,51.37,48.24,50.59,48.24,49.61,0,49.61,51.76,48.24,51.76,42.598
25,0,50.59,51.95,53.32,46.68,48.24,48.05,51.76,51.95,0,51.37,48.24,50.59,48.24,49.61,0,49.61,51.76,48.24,51.76,42.598
26,0,50.59,51.95,46.68,47.85,48.24,48.05,51.76,51.95,0,51.37,48.24,50.59,48.24,49.61,0,49.61,51.76,48.24,51.76,42.3245
27,0,50.59,51.95,53.32,47.85,48.24,50,51.76,51.95,0,51.37,48.24,50.59,48.24,49.61,50.59,49.61,51.76,48.24,51.76,45.2835
28,0,50.59,51.95,53.32,47.85,48.24,50,51.76,51.95,0,51.37,48.24,50.59,48.24,49.61,50.59,49.61,51.76,48.24,51.76,45.2835
29,0,50.59,51.95,53.32,47.85,48.24,50,51.76,51.95,51.76,51.37,48.24,50.59,48.24,49.61,50.59,49.61,51.76,48.24,51.76,47.8715
30,0,50.59,51.95,53.32,47.85,48.24,50,51.76,51.95,51.76,51.37,48.24,50.59,48.24,49.61,50.59,49.61,51.76,48.24,51.76,47.8715
31,50.59,50.59,51.95,53.32,47.85,48.24,50,51.76,51.95,51.76,51.37,48.24,50.59,48.24,49.61,50.59,49.61,51.76,48.24,51.76,50.401
32,50.59,50.59,51.95,53.32,47.85,48.24,50,51.76,51.95,51.76,51.37,48.24,50.59,48.24,49.61,47.46,49.61,51.76,48.24,51.76,50.2445
